artist,bio,Image URL,key
Shakira,"Shakira Isabel Mebarak Ripoll ( shə-KEER-ə, Spanish: [ʃaˈkiɾa isaˈβel meβaˈɾak riˈpol]; born 2 February 1977), known mononymously as Shakira, is a Colombian singer-songwriter. She has had a significant impact on the musical landscape of Latin America and has been credited with popularizing Hispanophone music on a global level. The recipient of various accolades, she has won four Grammy Awards and fifteen Latin Grammy Awards, including three Song of the Year wins.
Shakira made her recording debut",https://upload.wikimedia.org/wikipedia/commons/b/b8/2023-11-16_Gala_de_los_Latin_Grammy%2C_03_%28cropped%2902.jpg,shakira
SEKAI NO OWARI,,https://via.placeholder.com/160,sekainoowari
Novo Amor,"Ali John Meredith-Lacey (born 11 August 1991), better known under his stage name Novo Amor, is a Welsh multi-instrumentalist, singer, songwriter, sound designer and producer. Lacey rose to prominence after the release of his debut EP Woodgate, NY in March 2014.",https://upload.wikimedia.org/wikipedia/commons/8/8b/Novo_Amor_live_at_Queen%E2%80%99s_Hall%2C_Edinburgh.jpg,novoamor
Fuego,"Fuego is the Spanish word for ""fire"". It may also refer to:",https://via.placeholder.com/160,fuego
Nicky Jam,"Nick Rivera Caminero (born March 17, 1981), known professionally as Nicky Jam, is an American singer. He is best known for hits such as ""X"", ""Travesuras"", ""El Perdón"", ""Hasta el Amanecer"", and ""El Amante""; the latter three are from his 2017 album Fénix. He has frequently collaborated with other Latin artists such as Daddy Yankee, J Balvin, Ozuna, Plan B and Anuel AA. While his early music exemplified traditional fast-paced reggaeton, his newer compositions place more emphasis on sung vocals and ",https://upload.wikimedia.org/wikipedia/commons/0/0b/Nicky_Jam.jpg,nickyjam
Lauren Daigle,"Lauren Ashley Daigle ( DAY-gəl; born September 9, 1991) is an American contemporary Christian music singer and songwriter. After being signed to the label Centricity Music, she released her debut album, How Can It Be, in 2015. It reached No. 1 on the Billboard Top Christian Albums chart, has been certified Platinum by the RIAA and produced three No. 1 singles on the Billboard Christian Airplay chart (""First"", ""Trust in You"", and ""O'Lord"").
Daigle's third studio album, Look Up Child, was released",https://upload.wikimedia.org/wikipedia/commons/8/8b/Lauren_Daigle_%40_The_Novo_05_11_2023_%2853048053550%29.jpg,laurendaigle
Brett Young,"Brett Young may refer to:

Brett Young (Canadian football) (1967–2015), American player of Canadian football
Brett Young (singer) (born 1981), American country singer-songwriter
Brett Young (album), 2017
Brett Young (EP), 2016
Ace Young (Brett Asa Young, born 1980), American singer",https://via.placeholder.com/160,brettyoung
Maren Morris,"Maren Larae Morris (born April 10, 1990) is an American singer-songwriter. Rooted in the country genre, her music blends in elements of pop and R&B. Morris has won multiple accolades including a Grammy Award, an American Music Award, five Country Music Association Awards, and five Academy of Country Music Awards.
Morris was born in Arlington, Texas and grew up there. She enjoyed singing as a child. She started publicly performing in her preteen years and toured throughout Texas. In her late teen",https://upload.wikimedia.org/wikipedia/commons/7/77/Maren_Morris_at_the_2024_Toronto_International_Film_Festival_%28cropped%29.jpg,marenmorris
Kenny Rogers,"Kenneth Ray Rogers (born Kenneth Donald Rogers) (August 21, 1938 – March 20, 2020) was an American singer and songwriter. He was inducted into the Country Music Hall of Fame in 2013. Rogers was particularly popular with country audiences, but also charted more than 120 hit singles across various genres, topping the country and pop album charts for more than 200 individual weeks in the United States alone. He sold more than 100 million records worldwide during his lifetime, making him one of the ",https://upload.wikimedia.org/wikipedia/commons/8/8c/KennyRogers.jpg,kennyrogers
Jordan Davis,"Jordan Davis may refer to:

Jordan Davis (soccer) (born 1983), American soccer player
Jordan Davis (poet) (born 1970), American poet
Jordan Davis (singer) (born 1988), American pop/country singer
Jordan Davis (basketball) (born 1997), American basketball player
Jordan Russell Davis (1995–2012), see Murder of Jordan Davis
Jordan Davis (defensive tackle) (born 2000), American football player
Jordan Davis (American football coach) (born 1992), American football coach",https://via.placeholder.com/160,jordandavis
Luke Bryan,"Thomas Luther ""Luke"" Bryan (born July 17, 1976) is an American country music singer, songwriter, and television personality. Bryan is a five-time ""Entertainer of the Year"", being awarded by both the Academy of Country Music Awards and the Country Music Association. In 2019, Bryan's 2013 album Crash My Party received the first Album of the Decade award from the Academy of Country Music. He is one of the world's best-selling music artists, with over 75 million records sold. Since 2018, Bryan has b",https://upload.wikimedia.org/wikipedia/commons/b/ba/2022_Gershwin_Prize_for_Popular_Song_%2851930843770%29_%28cropped%29.jpg,lukebryan
grandson,,https://via.placeholder.com/160,grandson
Iron Maiden,"Iron Maiden are an English heavy metal band formed in Leyton, East London, in 1975 by bassist and primary songwriter Steve Harris. Although fluid in the early years of the band, the line-up for most of the band's history has consisted of Harris, lead vocalist Bruce Dickinson, drummer Nicko McBrain, and guitarists Dave Murray, Adrian Smith and Janick Gers. As pioneers of the new wave of British heavy metal movement, Iron Maiden released a series of UK and US Platinum and Gold albums, including 19",https://upload.wikimedia.org/wikipedia/commons/e/ed/IronMaidencollage2.jpg,ironmaiden
The Knack,"The Knack was an American power pop band formed in Los Angeles, California in 1978 by Doug Fieger (lead vocals, rhythm guitar), Berton Averre (lead guitar, backing vocals), Prescott Niles (bass) and Bruce Gary (drums). Spearheaded by the success of single ""My Sharona"", their first album, Get the Knack (1979), reached number-one in several countries. However, their next two albums, ...But The Little Girls Understand (1980) and Round Trip (1981), were less successful, leading the band to disband i",https://via.placeholder.com/160,theknack
Third Eye Blind,"Third Eye Blind is an American rock band formed in San Francisco, California, in 1993. After years of lineup changes in the early and mid-1990s, the songwriting duo of Stephan Jenkins and Kevin Cadogan signed the band's first major-label recording contract with Elektra Records in 1996. The band released their self-titled debut album in 1997, with the band largely consisting of Jenkins (vocals, rhythm guitar), Cadogan (lead guitar), Arion Salazar (bass guitar), and Brad Hargreaves (drums). Shortl",https://upload.wikimedia.org/wikipedia/commons/c/c8/Third_Eye_Blind_at_SUNY_Geneseo.jpg,thirdeyeblind
HVME,,https://via.placeholder.com/160,hvme
La Quinta Estacion,,https://via.placeholder.com/160,laquintaestacion
Burna Boy,"Damini Ebunoluwa Ogulu   (born 2 July 1991), known professionally as Burna Boy, is a Nigerian singer, songwriter and record producer. He gained recognition in 2012 after releasing ""Like to Party"", the lead single from his debut studio album L.I.F.E (2013). In 2017, Burna Boy signed a record deal with Atlantic Records and its parent company Warner Music Group. His third studio album Outside, which also serves as his major label debut, was released in 2018.
In 2019, Burna Boy won Best Internationa",https://upload.wikimedia.org/wikipedia/commons/3/37/Untold_2024_-Burna_Boy_%2853927293629%29_%28cropped%29.jpg,burnaboy
Luis Enrique,"Luis Enrique Martínez García (Spanish pronunciation: [lwis enˈrike maɾˈtineθ ɡaɾˈθia]; born 8 May 1970), known as Luis Enrique, is a Spanish football manager and former player. He is the manager of Ligue 1 club Paris Saint-Germain.
A versatile player with good technique, he was capable of playing in several positions, but usually played as a midfielder or forward, and was also noted for his temperament and stamina. Starting in 1991 and ending in 2004, he represented both Real Madrid and Barcelon",https://upload.wikimedia.org/wikipedia/commons/b/b6/2015_UEFA_Super_Cup_66.jpg,luisenrique
White Noise Baby Sleep,No Wikipedia page found for White Noise Baby Sleep.,https://via.placeholder.com/160,whitenoisebabysleep
Falling In Reverse,,https://via.placeholder.com/160,fallinginreverse
Bring Me The Horizon,,https://via.placeholder.com/160,bringmethehorizon
Galantis,"Galantis is a Swedish electronic music act consisting of producer Christian ""Bloodshy"" Karlsson. Formerly, they were a duo, alongside rising musician Style of Eye, until he decided to part ways with the project shortly after their second album The Aviary in 2017. However, he made appearances in live performances and music videos as part of the project up until 2021.
Galantis had their first international success with ""Runaway (U & I)"" released in 2014, followed by ""Peanut Butter Jelly"" and ""No M",https://upload.wikimedia.org/wikipedia/commons/c/c6/Galantis_%2843228984191%29.jpg,galantis
Aretha Franklin,"Aretha Louise Franklin ( ə-REE-thə; March 25, 1942 – August 16, 2018) was an American singer, songwriter and pianist. Honored as the ""Queen of Soul"", she was twice named by Rolling Stone magazine as the greatest singer of all time.
As a child, Franklin was noticed for her gospel singing at New Bethel Baptist Church in Detroit, Michigan, where her father C. L. Franklin was a minister. At the age of 18, she was signed as a recording artist for Columbia Records. While her career did not immediately",https://upload.wikimedia.org/wikipedia/commons/c/c6/Aretha_Franklin_1968.jpg,arethafranklin
Tove Lo,"Ebba Tove Elsa Nilsson (born 29 October 1987), known professionally as Tove Lo (Swedish pronunciation: [ˈtûːvɛ ˈluː]), is a Swedish singer and songwriter. She is known for her raw, grunge-influenced take on pop music. Referring to her autobiographical lyrics, Out called Lo ""the saddest girl in Sweden"", while Rolling Stone called her ""Sweden's darkest pop export"".
Raised in the Djursholm district of Danderyd, Lo is an alumna of the music school Rytmus Musikergymnasiet. She formed the rock band Tr",https://upload.wikimedia.org/wikipedia/commons/2/26/Tove_Lo_%282%29_By_Daniel_%C3%85hs_Karlsson.jpeg,tovelo
The Animals,"The Animals, currently billed as Eric Burdon & the Animals (featuring original frontman Eric Burdon) and also as Animals & Friends (featuring original drummer John Steel), are an English rock band formed in Newcastle upon Tyne in 1962.
The Animals' original lineup consisted of frontman Eric Burdon, guitarist Hilton Valentine, bass guitarist Chas Chandler, keyboardist Alan Price, and drummer John Steel. Known for their gritty, bluesy sound, they balanced tough, rock-edged pop singles against rhyt",https://upload.wikimedia.org/wikipedia/commons/0/02/Eric_Burdon_%26_the_Animals.jpg,theanimals
Eve,"Eve is a figure in the Book of Genesis in the Hebrew Bible. According to the origin story of the Abrahamic religions, she was the first woman to be created by God. Eve is known also as Adam's wife.
According to the second chapter of Genesis, Eve was created by God (Yahweh) by taking her from the rib (sometimes translated as side) of Adam, to be Adam's companion. Adam is charged with guarding and keeping the garden before her creation; she is not present when God commands Adam not to eat the forb",https://upload.wikimedia.org/wikipedia/commons/d/d5/Szyndler_Eve.jpg,eve
Ralph Castelli,No Wikipedia page found for Ralph Castelli.,https://via.placeholder.com/160,ralphcastelli
Idina Menzel,"Idina Kim Menzel (  ih-DEE-nə men-ZEL; née Mentzel; born May 30, 1971) is an American actress and singer. Particularly known for her work in musicals on Broadway, she has been nicknamed the ""Queen of Broadway"" for her commanding stage presence, powerful mezzo-soprano voice, and reputation as one of the most influential stage actors of her generation. Having achieved mainstream success across stage, screen, and music, her accolades include a Tony Award and a Daytime Emmy Award.
Menzel rose to pro",https://upload.wikimedia.org/wikipedia/commons/f/f8/Idina_Menzel_at_the_2023_Capital_Pride_concert_-_7_%28cropped%29.jpg,idinamenzel
The Chainsmokers,"The Chainsmokers are an American EDM-pop rock band/DJ and production duo consisting of Alex Pall and Drew Taggart (along with Matt McGuire). They started out by releasing remixes of songs by indie artists. The music duo achieved a breakthrough with their 2014 song ""#Selfie"", which became a top-twenty single in several countries. They have won a Grammy Award, two American Music Awards, seven Billboard Music Awards and nine iHeartRadio Music Awards. According to Forbes' 2019 list of highest-paid c",https://upload.wikimedia.org/wikipedia/commons/b/b1/The_Chainsmokers_Grandoozy_2018_%2845208197432%29.jpg,thechainsmokers
George Harrison,"George Harrison (25 February 1943 – 29 November 2001) was an English musician, singer and songwriter who achieved international fame as the lead guitarist of the Beatles. Sometimes called ""the quiet Beatle"", Harrison embraced Indian culture and helped broaden the scope of popular music through his incorporation of Indian instrumentation and Hindu-aligned spirituality in the Beatles' work. 
Although most of the band's songs were written by John Lennon and Paul McCartney, most Beatles albums from ",https://upload.wikimedia.org/wikipedia/commons/4/45/George_Harrison_1974_%28cropped%29.jpg,georgeharrison
The Script,"The Script are an Irish soft-rock band formed in 2001 in Dublin. The band currently consists of Danny O'Donoghue (lead vocals, guitar, piano, keyboards), Glen Power (drums, percussion, backing vocals), Benjamin Seargent (bass, backing vocals) and Ben Weaver (guitar). Mark Sheehan (guitar, vocals) was a member of the band up until his death in 2023. The band moved to London after signing to Sony Label Group imprint Phonogenic and released their first album The Script in August 2008, preceded by t",https://upload.wikimedia.org/wikipedia/commons/d/d6/The_Script_in_Sydney_2025.jpg,thescript
Wallows,"Wallows is  an American alternative rock band based in Los Angeles composed of Dylan Minnette, Braeden Lemasters, and Cole Preston. The band began releasing songs independently in April 2017, starting with ""Pleaser"", which reached number two on the Spotify Global Viral 50 chart.
In 2018, Wallows signed a deal with Atlantic Records and released their major-label debut EP, Spring. The band released their debut studio album, Nothing Happens, in 2019, which featured the single ""Are You Bored Yet?"", ",https://upload.wikimedia.org/wikipedia/commons/4/42/Wallows_-_Palace_Theatre_-_6-29-2022_-_013.jpg,wallows
Simon & Garfunkel,"Simon & Garfunkel were an American folk rock duo comprising the singer-songwriter Paul Simon and the singer Art Garfunkel. They were one of the best-selling music acts of the 1960s. Their most famous recordings include three single USA number one charting hits — ""The Sound of Silence"" and the two Record of the Year Grammy winners ""Mrs. Robinson"" and ""Bridge over Troubled Water""— as well as ""Homeward Bound"", ""I Am a Rock"", ""Scarborough Fair/Canticle"", ""A Hazy Shade of Winter"", ""America"", ""The Box",https://upload.wikimedia.org/wikipedia/commons/e/e5/SimonandGarfunkel.jpg,simon&garfunkel
Prince,"A prince is a male ruler (ranked below a king, grand prince, and grand duke) or a male member of a monarch's or former monarch's family. Prince is also a title of nobility (often highest), often hereditary, in some European states. The female equivalent is a princess. The English word derives, via the French word prince, from the Latin noun prīnceps, from primus (first) and caput (head), meaning ""the first, foremost, the chief, most distinguished, noble ruler, prince"".
In a related sense, now no",https://upload.wikimedia.org/wikipedia/commons/c/c7/After_van_Egmont_-_Louis%2C_Grand_Cond%C3%A9_-_Versailles_MV_3478.jpg,prince
R.E.M.,"R.E.M. was an American alternative rock band formed in Athens, Georgia, in 1980 by drummer Bill Berry, guitarist Peter Buck, bassist Mike Mills, and lead vocalist Michael Stipe, who were students at the University of Georgia. One of the first alternative rock bands, R.E.M. was noted for Buck's ringing, arpeggiated guitar playing, Stipe's distinctive vocal style, unique stage presence and cryptic lyrics, Mills's melodic bass lines and backing vocals, and Berry's tight, economical drumming. In the",https://upload.wikimedia.org/wikipedia/commons/6/67/R.E.M._at_Stadio_Euganeo%2C_Padova%2C_Italy%2C_2003-07-22_04.jpg,rem
Damso,"William Kalubi Mwamba (born 10 May 1992 in Kinshasa), better known by his stage name Damso ‘ (French: [damso]), is a Belgian-Congolese rapper, singer, and songwriter. He is popular in France, where all of his albums were certified at least platinum.",https://upload.wikimedia.org/wikipedia/commons/2/27/Festival_des_Vieilles_Charrues_2018_-_Damso_-_009_%28cropped%29.jpg,damso
dhruv,,https://via.placeholder.com/160,dhruv
Anıl Emre Daldal,No Wikipedia page found for Anıl Emre Daldal.,https://via.placeholder.com/160,anılemredaldal
Calle 13,"Calle 13 may refer to:

Calle 13 (TV channel), a Spanish-based cable/satellite channel
Calle 13 (band), a Puerto Rican urban/hip hop band
Calle 13 (album), their debut album
The namesake of the group, a street in Puerto Rico",https://via.placeholder.com/160,calle13
flora cash,No Wikipedia page found for flora cash.,https://via.placeholder.com/160,floracash
Derek & The Dominos,,https://via.placeholder.com/160,derek&thedominos
The Supremes,"The Supremes were an American girl group formed in Detroit, Michigan, in 1959 as the Primettes. A premier act of Motown Records during the 1960s, the Supremes were the most commercially successful of Motown's acts and the most successful American vocal band, with 12 number-one singles on the Billboard Hot 100. Most of these hits were written and produced by Motown's main songwriting and production team, Holland–Dozier–Holland. Their breakthrough is considered to have made it possible for future ",https://upload.wikimedia.org/wikipedia/commons/c/c7/The_Supremes_1966.JPG,thesupremes
Vaundy,"Vaundy is a Japanese musician. He started his career in 2019 by independently uploading online, before breaking out late in the year with the song ""Tokyo Flash"". He has released songs for multiple anime and live action TV series, most knownly ""Hadaka No Yusha"" for Ranking of Kings and ""Chainsaw Blood"" for Chainsaw Man.",https://via.placeholder.com/160,vaundy
NF,NF may refer to:,https://via.placeholder.com/160,nf
Vilen,,https://via.placeholder.com/160,vilen
Lost Frequencies,"Felix De Laet (born 30 November 1993), known by his stage name Lost Frequencies, is a Belgian DJ and record producer. He is best known for his singles ""Are You with Me"" in 2014, ""Reality"" featuring Janieck Devy in 2015, and ""Where Are You Now"" with Calum Scott in 2021.

",https://upload.wikimedia.org/wikipedia/commons/5/58/2016_Open_Beatz_-_Lost_Frequencies_-_by_2eight_-DSC_5232.jpg,lostfrequencies
Yellowcard,"Yellowcard is an American rock band that formed in Jacksonville, Florida, in 1997. Their official lineup currently consists of lead singer Ryan Key, lead guitarist Ryan Mendez, bassist Josh Portman and violinist Sean Mackin. Primarily a pop-punk group, their music is recognized for having a distinct and unique sound in its genre due to their prominent use of a violin. The group's most-recognized singles include ""Ocean Avenue"", ""Only One"", and ""Lights and Sounds"". Released in 2003, ""Ocean Avenue""",https://upload.wikimedia.org/wikipedia/commons/7/72/Yellowcard_2012-06-27_02.JPG,yellowcard
YOASOBI,,https://via.placeholder.com/160,yoasobi
Bon Jovi,"Bon Jovi is an American rock band formed in Sayreville, New Jersey in 1983. The band consists of singer Jon Bon Jovi, keyboardist David Bryan, drummer Tico Torres, guitarists John Shanks and Phil X, percussionist Everett Bradley, and bassist Hugh McDonald. Original bassist Alec John Such left the band in 1994, and longtime guitarist and co-songwriter Richie Sambora left in 2013.
In 1984, Bon Jovi released their self-titled debut album, and its single ""Runaway"" managed to reach the Top 40 of the ",https://upload.wikimedia.org/wikipedia/commons/e/e5/Bonjoviband2013.png,bonjovi
GANGGA,No Wikipedia page found for GANGGA.,https://via.placeholder.com/160,gangga
Seal,Seal may refer to any of the following:,https://via.placeholder.com/160,seal
Good Charlotte,"Good Charlotte is an American rock band formed in Waldorf, Maryland, in 1995. Since 2005, the band's lineup has consisted of Joel Madden (lead vocals), Benji Madden (guitar, vocals), Paul Thomas (bass), Billy Martin (guitar, keyboards), and Dean Butterworth (drums, percussion).
The band released their self-titled debut album in 2000. In 2002, they released their second album, The Young and the Hopeless. Featuring the singles ""Lifestyles of the Rich and Famous"", ""The Anthem"" and ""Girls & Boys"", T",https://upload.wikimedia.org/wikipedia/commons/4/4f/2017_Nova_Rock_Good_Charlotte_%28cropped%29.jpg,goodcharlotte
Fetty Wap,"Willie Junior Maxwell II (born June 7, 1991), better known by his stage name Fetty Wap, is an American rapper, singer, and songwriter. He quickly rose to mainstream prominence after his 2014 song ""Trap Queen"" peaked at number two on the Billboard Hot 100 and led him to sign with 300 Entertainment, an imprint of Atlantic Records. Two of his 2015 singles, ""679"" (featuring Remy Boyz) and ""My Way"" (remixed featuring Drake), peaked within the top ten of the chart; all three—as well as the top 40 sing",https://upload.wikimedia.org/wikipedia/commons/d/db/BS.Ballout_x_Fetty_Wap_-_Slide_Still_%28cropped%29.jpg,fettywap
EXO,,https://via.placeholder.com/160,exo
The J. Geils Band,"The J. Geils Band  (formerly known as The J. Geils Blues Band) was an American rock band formed in 1967, in Worcester, Massachusetts, under the leadership of guitarist John ""J."" Geils. The original band members included vocalist Peter Wolf, harmonica and saxophone player Richard ""Magic Dick"" Salwitz, drummer Stephen Bladd, vocalist/keyboardist Seth Justman, and bassist Danny Klein. Wolf and Justman served as principal songwriters. The band played R&B-influenced blues rock during the 1970s and so",https://upload.wikimedia.org/wikipedia/commons/2/2d/J_Geils_Band_composite2.jpg,thejgeilsband
Anirudh Ravichander,"Anirudh Ravichander (born 16 October 1990), also credited mononymously as Anirudh, is an Indian composer and playback singer who works primarily in Tamil cinema, in addition to Telugu and Hindi films. He has won two Filmfare Awards South, ten SIIMA Awards, six Edison Awards and five Vijay awards.
His debut song ""Why This Kolaveri Di"", composed for the 2012 film 3, went viral across the globe and has achieved over 450 million views on YouTube. A.R. Murugadoss signed him to compose music for Katht",https://upload.wikimedia.org/wikipedia/commons/d/d4/Anirudh_Ravichander_at_Audi_Ritz_Style_Awards_2017_%28cropped%29.jpg,anirudhravichander
Eric Prydz,"Eric Sheridan Prydz (, Swedish: [ˈêːrɪk ˈɕêːrɪdan ˈprʏts]; born 19 July 1976), also known by his many aliases including Pryda () and Cirez D (), is a Swedish DJ and record producer. He rose to prominence with his 2004 hit single ""Call on Me"", and saw continued chart success with ""Proper Education"" in 2007, ""Pjanoo"" in 2008, and ""Opus"" in 2015. In 2016, he released his debut studio album, Opus.
In 2017, he won DJ of the Year at the Electronic Music Awards and was also nominated for Live Act of th",https://upload.wikimedia.org/wikipedia/commons/2/2c/Eric_Prydz_at_Glastonbury_2009.jpg,ericprydz
Diljit Dosanjh,"Diljit Dosanjh (born 6 January 1984) is an Indian singer, actor and film producer who works  in Punjabi and Hindi cinema. Dosanjh entered the Social 50 chart by Billboard in 2020. He has been featured in various music charts, including the Canadian Albums Chart, the UK Asian chart by Official Charts Company and the New Zealand Hot Singles. His films, including Jatt & Juliet 2, Sajjan Singh Rangroot, Honsla Rakh and Jatt & Juliet 3 are among the highest grossing Punjabi films in history.
Hailing ",https://upload.wikimedia.org/wikipedia/commons/6/65/Diljit_Dosanjh_grace_the_media_meet_of_Phillauri_4_%28cropped%29.jpg,diljitdosanjh
The Rah Band,No Wikipedia page found for The Rah Band.,https://via.placeholder.com/160,therahband
Gajendra Verma,"Gajendra Verma (born April 20, 1990) is an Indian singer, songwriter, music composer, and sound engineer, known for his contributions to the Indian pop music industry. His debut single, ""Emptiness (Tune Mere Jaana),"" gained attention in 2010-11, which helped establish his presence as an independent artist in India. Gajendra has since released several other tracks, including ""Phir Suna,"" ""Mann Mera,"" ""Ik Kahani,"" and ""Tera Ghata.""",https://upload.wikimedia.org/wikipedia/commons/7/7c/Gajendra_Verma_photo.jpg,gajendraverma
Johnny Cash,"John Ray Cash (born J. R. Cash; February 26, 1932 – September 12, 2003) was an American singer-songwriter. Most of his music contains themes of sorrow, moral tribulation, and redemption, especially songs from the later stages of his career. He was known for his deep, calm, bass-baritone voice, the distinctive sound of his backing band, the Tennessee Three, that was characterized by its train-like chugging guitar rhythms, a rebelliousness coupled with an increasingly somber and humble demeanor, a",https://upload.wikimedia.org/wikipedia/commons/c/c2/Johnny_Cash_1977.jpg,johnnycash
Sohn Aelia,No Wikipedia page found for Sohn Aelia.,https://via.placeholder.com/160,sohnaelia
The Monkees,"The Monkees were an American pop rock band formed in Los Angeles in the mid-1960s. The band consisted of Micky Dolenz, Davy Jones, Michael Nesmith, and Peter Tork. Spurred by the success of The Monkees television series, they were one of the most successful bands of the late 1960s. The band produced four chart-topping albums and three chart-topping songs (""Last Train to Clarksville"", ""I'm a Believer"", and ""Daydream Believer"").
The Monkees were originally a fictional band created for the NBC tele",https://upload.wikimedia.org/wikipedia/commons/8/8f/The_Monkees_1966.JPG,themonkees
Bob Seger,"Robert Clark Seger ( SEE-gər; born May 6, 1945) is a retired American singer, songwriter, and musician. As a locally successful Detroit-area artist, he performed and recorded with the groups Bob Seger and the Last Heard and  the Bob Seger System throughout the 1960s, breaking through with his first album, Ramblin' Gamblin' Man (which contained his first national hit of the same name) in 1969. By the early 1970s, he had dropped the 'System' from his recordings and continued to strive for broader ",https://upload.wikimedia.org/wikipedia/commons/e/e7/Bob_Seger_2013_%28cropped%29.jpg,bobseger
Mitraz,"Mitraz is a music duo from Gorakhpur in India, consisting of Anmol Aashish and Pratik Singh, known for their work in Indie Music and Bollywood. Their debut Bollywood song Akhiyaan Gulaab from Teri Baaton Mein Aisa Uljha Jiya entered Billboard charts in March 2024. On 4 September 2024, Pratik announced he will be leaving Mitraz to pursue another career. Their musical style has been described as pop and R&B.",https://via.placeholder.com/160,mitraz
Bebe Rexha,"Bleta ""Bebe"" Rexha ( BEE-bee REK-sə, Albanian: [ˈblɛta ˈɾɛdʒa]; born August 30, 1989) is an American singer and songwriter. She signed with Warner Records in 2013, and was credited with co-writing releases of other artists—such as Eminem's Grammy Award-winning single ""The Monster""—before furthering her career as a recording artist. Her debut extended play (EP), I Don't Wanna Grow Up (2015), did not chart domestically, although its single ""I'm Gonna Show You Crazy"" entered several international c",https://upload.wikimedia.org/wikipedia/commons/0/0f/Bebe_Rexha_-_Untold_2023_-_53113724212_%28cropped%29.jpg,beberexha
Harrdy Sandhu,"Hardavinder Singh Sandhu (born 6 September 1986) is an Indian singer, actor and former cricketer who works in Punjabi and Hindi films. His first song was Tequilla Shot, and he gained popularity with Soch (2013) and Joker (2014), which were written by Jaani and music composed by B Praak. Sandhu made his acting debut in Yaaran Da Katchup (2014). His song ""Soch"" was remade for the 2016 Bollywood film Airlift. His song ""Naah"" was remade for the film Bala as ""Naah Goriye"" with singer Swasti Mehul. He",https://upload.wikimedia.org/wikipedia/commons/3/3d/Harrdy_Sandhu_snapped_promoting_his_film_on_Jhalak_Dikhhla_Jaa_10.jpg,harrdysandhu
back number,,https://via.placeholder.com/160,backnumber
Three Days Grace,"Three Days Grace is a Canadian rock band formed in Norwood, Ontario, in 1992 originally as Groundswell. Groundswell played in various local Norwood backyard parties and area establishments before disbanding in 1995 and regrouping in 1997 under its current name.
Based in Toronto, the band's original line-up consisted of guitarist and lead vocalist Adam Gontier, drummer and backing vocalist Neil Sanderson, and bassist Brad Walst. In 2003, Barry Stock was recruited as the band's lead guitarist, mak",https://upload.wikimedia.org/wikipedia/commons/9/92/ThreeDaysGrace2023.jpg,threedaysgrace
Chicago,"Chicago is the most populous city in the U.S. state of Illinois and in the Midwestern United States. With a population of 2,746,388, as of the 2020 census, it is the third-most populous city in the United States after New York City and Los Angeles. As the seat of Cook County, the second-most populous county in the U.S., Chicago is the center of the Chicago metropolitan area, often colloquially called ""Chicagoland"" and home to 9.6 million residents.
Located on the shore of Lake Michigan, Chicago ",https://upload.wikimedia.org/wikipedia/commons/a/a5/Chicago_River_ferry_b.jpg,chicago
Eric Carmen,"Eric Howard Carmen (August 11, 1949 – March 2024) was an American singer-songwriter and multi-instrumentalist. He was the lead vocalist of the Raspberries, with whom he recorded the hit ""Go All the Way"" and four albums. He embarked on a solo career in 1975 and had global success with ""All by Myself"", ""Never Gonna Fall in Love Again"", ""She Did It"", ""Hungry Eyes"", and ""Make Me Lose Control"". In later years, he toured with Ringo Starr & His All-Starr Band before reforming the Raspberries in 2004.

",https://upload.wikimedia.org/wikipedia/commons/8/88/Eric_Carmen_early_1990s.jpg,ericcarmen
Bonnie Tyler,"Gaynor Sullivan (née Hopkins; born 8 June 1951), known professionally as Bonnie Tyler, is a Welsh singer. Known for her distinctive husky voice, Tyler came to prominence with the release of her 1977 album The World Starts Tonight and its singles ""Lost in France"" and ""More Than a Lover"". Her 1977 single ""It's a Heartache"" reached number four on the UK Singles Chart, and number three on the US Billboard Hot 100.
In the 1980s, Tyler ventured into rock music with songwriter and producer Jim Steinman",https://upload.wikimedia.org/wikipedia/commons/0/02/2016_Bonnie_Tyler_-_by_2eight_-_DSC8647.jpg,bonnietyler
Olivia Newton-John,"Dame Olivia Newton-John  (26 September 1948 – 8 August 2022) was a British and  Australian singer and actress. With over 100 million records sold, Newton-John was one of the best-selling music artists of all time, as well as the highest-selling female Australian recording artist of all time.
In 1978, Newton-John starred in the musical film Grease, which was the highest-grossing musical film at the time and whose soundtrack remains one of the world's best-selling albums. It features two major hit",https://upload.wikimedia.org/wikipedia/commons/5/5e/Olivia_Newton_John_%286707495311%29_%28cropped_to_look_large%29.jpg,olivianewton-john
Def Leppard,"Def Leppard are an English rock band formed in Sheffield in 1977. Since 1992, the band has consisted of Rick Savage (bass, backing vocals), Joe Elliott (lead vocals), Rick Allen (drums), Phil Collen (guitar, backing vocals), and Vivian Campbell (guitar, backing vocals). They established themselves as part of the new wave of British heavy metal of the early 1980s. Their greatest commercial success came between the early 1980s and mid-1990s.
With a line-up of Savage, Elliott, Allen and guitarists ",https://upload.wikimedia.org/wikipedia/commons/a/a3/Def_Leppard_2018.jpg,defleppard
BUMP OF CHICKEN,,https://via.placeholder.com/160,bumpofchicken
